Disease	Gene	Differential Expression	PB-ROC	PN-ROC
colorectal cancer	TOMM34	vs bgc: up, vs negatives: up	0.72	0.77
colorectal cancer	B4GALT1	vs bgc: down, vs negatives: down	0.72	0.66
colorectal cancer	CYB5R3	vs bgc: down, vs negatives: down	0.68	0.69
colorectal cancer	RRM2	vs bgc: up, vs negatives: up	0.67	0.95
colorectal cancer	B2M	vs bgc: down, vs negatives: up	0.73	0.65
colorectal cancer	UBE2A	vs bgc: up, vs negatives: down	0.72	0.84
colorectal cancer	EIF4G3	vs bgc: down, vs negatives: down	0.76	0.77
colorectal cancer	KIF5B	vs bgc: up, vs negatives: up	0.75	0.91
colorectal cancer	MEST	vs bgc: up, vs negatives: up	0.8	0.88
colorectal cancer	SFRP1	vs bgc: down, vs negatives: down	0.79	0.79
colorectal cancer	CBX6	vs bgc: down, vs negatives: down	0.81	0.79
colorectal cancer	RAI14	vs bgc: up, vs negatives: down	0.65	0.68
colorectal cancer	SEL1L	vs bgc: up, vs negatives: down	0.65	0.67
colorectal cancer	NDUFAB1	vs bgc: up, vs negatives: up	0.7	0.89
colorectal cancer	SEC14L1	vs bgc: down, vs negatives: down	0.81	0.79
colorectal cancer	ARL2BP	vs bgc: down, vs negatives: down	0.69	0.78
colorectal cancer	PRMT2	vs bgc: down, vs negatives: down	0.75	0.68
colorectal cancer	CHMP2A	vs bgc: up, vs negatives: down	0.76	0.65
colorectal cancer	AIMP2	vs bgc: up, vs negatives: up	0.7	0.84
colorectal cancer	MTMR3	vs bgc: down, vs negatives: down	0.82	0.86
colorectal cancer	SRPK1	vs bgc: up, vs negatives: up	0.72	0.88
colorectal cancer	NFYC	vs bgc: down, vs negatives: down	0.79	0.82
colorectal cancer	KIAA0907	vs bgc: up, vs negatives: up	0.66	0.77
colorectal cancer	PLK1	vs bgc: up, vs negatives: down	0.68	0.72
colorectal cancer	PSMB4	vs bgc: up, vs negatives: down	0.67	0.78
colorectal cancer	N4BP2L2	vs bgc: down, vs negatives: up	0.7	0.69
colorectal cancer	BMI1	vs bgc: up, vs negatives: up	0.68	0.76
colorectal cancer	NAE1	vs bgc: up, vs negatives: up	0.71	0.91
colorectal cancer	ACTG2	vs bgc: up, vs negatives: up	0.68	0.65
colorectal cancer	HSD17B10	vs bgc: up, vs negatives: up	0.65	0.86
colorectal cancer	MTOR	vs bgc: down, vs negatives: down	0.8	0.72
colorectal cancer	RER1	vs bgc: up, vs negatives: down	0.71	0.65
colorectal cancer	PPP2R2A	vs bgc: down, vs negatives: up	0.68	0.7
colorectal cancer	TRIM2	vs bgc: up, vs negatives: up	0.79	0.76
colorectal cancer	TOR1A	vs bgc: down, vs negatives: down	0.69	0.67
colorectal cancer	KIAA0430	vs bgc: down, vs negatives: down	0.7	0.83
colorectal cancer	ERCC5	vs bgc: up, vs negatives: up	0.72	0.71
colorectal cancer	HSPBP1	vs bgc: up, vs negatives: down	0.67	0.75
colorectal cancer	IDS	vs bgc: down, vs negatives: down	0.73	0.85
colorectal cancer	ERLIN1	vs bgc: up, vs negatives: down	0.71	0.73
colorectal cancer	ZER1	vs bgc: down, vs negatives: down	0.9	0.79
colorectal cancer	PAPD7	vs bgc: up, vs negatives: up	0.67	0.65
colorectal cancer	COPS2	vs bgc: up, vs negatives: up	0.66	0.82
colorectal cancer	CTNNAL1	vs bgc: up, vs negatives: down	0.66	0.73
colorectal cancer	MPI	vs bgc: down, vs negatives: down	0.76	0.67
colorectal cancer	FXYD3	vs bgc: up, vs negatives: up	0.67	0.89
colorectal cancer	TBCC	vs bgc: up, vs negatives: down	0.74	0.67
colorectal cancer	TRIM29	vs bgc: up, vs negatives: up	0.88	0.77
colorectal cancer	PITPNB	vs bgc: up, vs negatives: up	0.78	0.83
colorectal cancer	PRSS8	vs bgc: up, vs negatives: up	0.69	0.87
colorectal cancer	AIMP1	vs bgc: up, vs negatives: up	0.71	0.71
colorectal cancer	ARHGEF7	vs bgc: down, vs negatives: up	0.69	0.81
colorectal cancer	SNRPD3	vs bgc: up, vs negatives: up	0.65	0.88
colorectal cancer	TYMS	vs bgc: up, vs negatives: down	0.67	0.74
colorectal cancer	GDE1	vs bgc: up, vs negatives: down	0.75	0.74
colorectal cancer	ADAM10	vs bgc: up, vs negatives: down	0.8	0.65
colorectal cancer	NDST1	vs bgc: down, vs negatives: down	0.86	0.76
colorectal cancer	SLC30A9	vs bgc: up, vs negatives: up	0.72	0.84
colorectal cancer	PLOD2	vs bgc: up, vs negatives: down	0.72	0.79
colorectal cancer	KIAA0195	vs bgc: down, vs negatives: down	0.79	0.75
colorectal cancer	APBB1	vs bgc: down, vs negatives: down	0.81	0.74
colorectal cancer	MANF	vs bgc: up, vs negatives: up	0.67	0.78
colorectal cancer	ACTL6A	vs bgc: up, vs negatives: up	0.66	0.92
colorectal cancer	UMPS	vs bgc: up, vs negatives: up	0.77	0.73
colorectal cancer	CKMT1B	vs bgc: up, vs negatives: up	0.69	0.86
colorectal cancer	CKMT1A	vs bgc: up, vs negatives: up	0.69	0.85
colorectal cancer	CDC16	vs bgc: up, vs negatives: up	0.76	0.79
colorectal cancer	FOXO1	vs bgc: down, vs negatives: up	0.67	0.8
colorectal cancer	STIM1	vs bgc: down, vs negatives: down	0.88	0.84
colorectal cancer	CLDN7	vs bgc: up, vs negatives: up	0.7	0.91
colorectal cancer	PRKACA	vs bgc: down, vs negatives: down	0.75	0.79
colorectal cancer	ITGB2	vs bgc: down, vs negatives: up	0.67	0.79
colorectal cancer	TARBP1	vs bgc: up, vs negatives: up	0.7	0.74
colorectal cancer	GPX2	vs bgc: up, vs negatives: up	0.84	0.89
colorectal cancer	CNPY2	vs bgc: up, vs negatives: up	0.7	0.66
colorectal cancer	IL8	vs bgc: up, vs negatives: up	0.74	0.73
colorectal cancer	CYTH1	vs bgc: down, vs negatives: down	0.86	0.74
colorectal cancer	MAP7	vs bgc: up, vs negatives: up	0.74	0.87
colorectal cancer	NIT1	vs bgc: down, vs negatives: down	0.69	0.75
colorectal cancer	UNC13B	vs bgc: up, vs negatives: up	0.67	0.73
colorectal cancer	EPHB4	vs bgc: up, vs negatives: up	0.65	0.79
colorectal cancer	SIRPA	vs bgc: down, vs negatives: down	0.67	0.87
colorectal cancer	CTSS	vs bgc: up, vs negatives: up	0.68	0.65
colorectal cancer	LSM5	vs bgc: up, vs negatives: up	0.77	0.86
colorectal cancer	MSH6	vs bgc: down, vs negatives: down	0.72	0.65
colorectal cancer	ARHGEF11	vs bgc: down, vs negatives: down	0.72	0.75
colorectal cancer	S100A8	vs bgc: down, vs negatives: up	0.83	0.72
colorectal cancer	ANK2	vs bgc: down, vs negatives: down	0.78	0.79
colorectal cancer	GCLC	vs bgc: up, vs negatives: up	0.71	0.66
colorectal cancer	PLAGL2	vs bgc: up, vs negatives: up	0.82	0.7
colorectal cancer	PHF1	vs bgc: down, vs negatives: down	0.79	0.68
colorectal cancer	SOX9	vs bgc: up, vs negatives: up	0.9	0.89
colorectal cancer	GYPC	vs bgc: down, vs negatives: down	0.68	0.82
colorectal cancer	HCLS1	vs bgc: down, vs negatives: up	0.66	0.8
colorectal cancer	PTPN9	vs bgc: down, vs negatives: down	0.72	0.79
colorectal cancer	MEF2D	vs bgc: down, vs negatives: down	0.82	0.67
colorectal cancer	SSX2IP	vs bgc: up, vs negatives: up	0.72	0.81
colorectal cancer	ZBTB5	vs bgc: up, vs negatives: up	0.7	0.72
colorectal cancer	CAV1	vs bgc: up, vs negatives: down	0.69	0.65
colorectal cancer	SV2A	vs bgc: down, vs negatives: down	0.73	0.65
colorectal cancer	ANXA8L2	vs bgc: down, vs negatives: down	0.7	0.73
colorectal cancer	THBS2	vs bgc: up, vs negatives: up	0.83	0.65
colorectal cancer	TGFB1	vs bgc: down, vs negatives: down	0.77	0.65
colorectal cancer	MAD2L1BP	vs bgc: up, vs negatives: down	0.68	0.85
colorectal cancer	MTIF2	vs bgc: up, vs negatives: up	0.74	0.92
colorectal cancer	WHSC2	vs bgc: up, vs negatives: up	0.68	0.8
colorectal cancer	FECH	vs bgc: down, vs negatives: down	0.88	0.78
colorectal cancer	SEC61B	vs bgc: up, vs negatives: up	0.7	0.85
colorectal cancer	GABBR1	vs bgc: up, vs negatives: up	0.89	0.65
colorectal cancer	AKAP11	vs bgc: up, vs negatives: up	0.82	0.67
colorectal cancer	C16orf62	vs bgc: down, vs negatives: down	0.77	0.85
colorectal cancer	RHOG	vs bgc: down, vs negatives: down	0.65	0.7
colorectal cancer	DOCK1	vs bgc: down, vs negatives: down	0.68	0.69
colorectal cancer	B3GNT1	vs bgc: down, vs negatives: down	0.76	0.66
colorectal cancer	MTFR1	vs bgc: up, vs negatives: up	0.68	0.8
colorectal cancer	CDK1	vs bgc: up, vs negatives: up	0.67	0.88
colorectal cancer	MYO6	vs bgc: up, vs negatives: up	0.78	0.83
colorectal cancer	CNOT3	vs bgc: down, vs negatives: down	0.76	0.78
colorectal cancer	CDH3	vs bgc: up, vs negatives: up	0.83	0.84
colorectal cancer	IRF2	vs bgc: up, vs negatives: up	0.69	0.65
colorectal cancer	DCK	vs bgc: up, vs negatives: up	0.67	0.79
colorectal cancer	ARF6	vs bgc: up, vs negatives: down	0.76	0.74
colorectal cancer	SH2B3	vs bgc: down, vs negatives: down	0.72	0.73
colorectal cancer	STX5	vs bgc: down, vs negatives: down	0.86	0.77
colorectal cancer	INPP5D	vs bgc: down, vs negatives: up	0.79	0.79
colorectal cancer	TIMM17B	vs bgc: down, vs negatives: up	0.69	0.67
colorectal cancer	AP1G1	vs bgc: up, vs negatives: down	0.69	0.67
colorectal cancer	MBD1	vs bgc: down, vs negatives: down	0.88	0.79
colorectal cancer	MYCBP	vs bgc: up, vs negatives: up	0.67	0.88
colorectal cancer	DGKA	vs bgc: down, vs negatives: down	0.77	0.71
colorectal cancer	ARRB2	vs bgc: down, vs negatives: down	0.75	0.73
colorectal cancer	PRPS2	vs bgc: up, vs negatives: up	0.66	0.91
colorectal cancer	PPL	vs bgc: up, vs negatives: up	0.67	0.71
colorectal cancer	OCRL	vs bgc: up, vs negatives: down	0.72	0.66
colorectal cancer	APC	vs bgc: down, vs negatives: down	0.82	0.67
colorectal cancer	SEMA4D	vs bgc: down, vs negatives: up	0.79	0.73
colorectal cancer	ABP1	vs bgc: up, vs negatives: up	0.69	0.88
colorectal cancer	GGH	vs bgc: up, vs negatives: up	0.79	0.93
colorectal cancer	SLC7A6	vs bgc: up, vs negatives: up	0.7	0.65
colorectal cancer	WBP4	vs bgc: up, vs negatives: up	0.67	0.69
colorectal cancer	UTP14C	vs bgc: up, vs negatives: up	0.75	0.9
colorectal cancer	FDX1	vs bgc: up, vs negatives: up	0.65	0.79
colorectal cancer	MAP3K11	vs bgc: down, vs negatives: down	0.66	0.82
colorectal cancer	TMOD1	vs bgc: down, vs negatives: down	0.69	0.72
colorectal cancer	DGAT1	vs bgc: up, vs negatives: up	0.67	0.88
colorectal cancer	BCL2	vs bgc: down, vs negatives: down	0.76	0.83
colorectal cancer	PNPLA6	vs bgc: down, vs negatives: down	0.78	0.68
colorectal cancer	SKIV2L	vs bgc: down, vs negatives: down	0.71	0.67
colorectal cancer	EMP3	vs bgc: down, vs negatives: down	0.82	0.77
colorectal cancer	RARA	vs bgc: down, vs negatives: down	0.82	0.73
colorectal cancer	BUB1B	vs bgc: up, vs negatives: up	0.65	0.92
colorectal cancer	CEACAM6	vs bgc: up, vs negatives: up	0.86	0.93
colorectal cancer	GCA	vs bgc: up, vs negatives: up	0.76	0.67
colorectal cancer	MRPL33	vs bgc: up, vs negatives: down	0.66	0.71
colorectal cancer	SSBP2	vs bgc: down, vs negatives: down	0.74	0.95
colorectal cancer	VSNL1	vs bgc: up, vs negatives: up	0.96	0.79
colorectal cancer	MRPS14	vs bgc: up, vs negatives: up	0.76	0.82
colorectal cancer	PCYOX1	vs bgc: up, vs negatives: down	0.66	0.7
colorectal cancer	KAT2B	vs bgc: down, vs negatives: down	0.69	0.87
colorectal cancer	SMN1	vs bgc: up, vs negatives: down	0.72	0.69
colorectal cancer	PIK3CD	vs bgc: down, vs negatives: down	0.79	0.87
colorectal cancer	DAPK3	vs bgc: down, vs negatives: down	0.82	0.75
colorectal cancer	PLCB4	vs bgc: up, vs negatives: up	0.78	0.86
colorectal cancer	LYRM1	vs bgc: up, vs negatives: up	0.73	0.72
colorectal cancer	SZT2	vs bgc: down, vs negatives: down	0.73	0.73
colorectal cancer	TCEA2	vs bgc: down, vs negatives: down	0.78	0.82
colorectal cancer	CYBB	vs bgc: down, vs negatives: up	0.8	0.72
colorectal cancer	MAPT	vs bgc: down, vs negatives: down	0.81	0.76
colorectal cancer	KIF3B	vs bgc: up, vs negatives: up	0.68	0.77
colorectal cancer	CLCN6	vs bgc: down, vs negatives: down	0.72	0.72
colorectal cancer	CNN1	vs bgc: up, vs negatives: up	0.69	0.67
colorectal cancer	NEBL	vs bgc: up, vs negatives: up	0.9	0.69
colorectal cancer	NMI	vs bgc: up, vs negatives: up	0.67	0.72
colorectal cancer	ICA1	vs bgc: up, vs negatives: up	0.86	0.71
colorectal cancer	FCGR3A	vs bgc: down, vs negatives: up	0.7	0.69
colorectal cancer	LARS2	vs bgc: up, vs negatives: up	0.68	0.9
colorectal cancer	PDCD2	vs bgc: up, vs negatives: up	0.75	0.65
colorectal cancer	METTL1	vs bgc: up, vs negatives: up	0.72	0.72
colorectal cancer	BCAR3	vs bgc: up, vs negatives: down	0.82	0.69
colorectal cancer	IRF8	vs bgc: up, vs negatives: up	0.86	0.67
colorectal cancer	CHST10	vs bgc: down, vs negatives: down	0.76	0.69
colorectal cancer	AGAP1	vs bgc: up, vs negatives: up	0.7	0.72
colorectal cancer	ENTPD4	vs bgc: down, vs negatives: down	0.72	0.65
colorectal cancer	SLC5A6	vs bgc: up, vs negatives: up	0.7	0.8
colorectal cancer	PREP	vs bgc: up, vs negatives: up	0.86	0.93
colorectal cancer	RFC3	vs bgc: up, vs negatives: up	0.7	0.84
colorectal cancer	HSD11B2	vs bgc: up, vs negatives: up	0.7	0.87
colorectal cancer	RAD51AP1	vs bgc: up, vs negatives: up	0.71	0.91
colorectal cancer	STAB1	vs bgc: down, vs negatives: up	0.74	0.83
colorectal cancer	MGST2	vs bgc: up, vs negatives: up	0.85	0.89
colorectal cancer	ZBTB43	vs bgc: down, vs negatives: down	0.73	0.78
colorectal cancer	USPL1	vs bgc: down, vs negatives: up	0.79	0.71
colorectal cancer	PRELP	vs bgc: down, vs negatives: up	0.66	0.67
colorectal cancer	VDR	vs bgc: up, vs negatives: up	0.69	0.84
colorectal cancer	MMP7	vs bgc: up, vs negatives: up	0.88	0.78
colorectal cancer	GPSM3	vs bgc: down, vs negatives: down	0.73	0.75
colorectal cancer	LGALS4	vs bgc: up, vs negatives: up	0.7	0.97
colorectal cancer	EBAG9	vs bgc: up, vs negatives: up	0.72	0.87
colorectal cancer	SYNGR1	vs bgc: down, vs negatives: down	0.81	0.72
colorectal cancer	SURF1	vs bgc: down, vs negatives: down	0.73	0.67
colorectal cancer	MIPEP	vs bgc: up, vs negatives: up	0.83	0.92
colorectal cancer	CD151	vs bgc: up, vs negatives: down	0.72	0.69
colorectal cancer	COL11A1	vs bgc: up, vs negatives: up	0.84	0.69
colorectal cancer	KLF7	vs bgc: down, vs negatives: up	0.72	0.68
colorectal cancer	SEC23A	vs bgc: up, vs negatives: down	0.85	0.77
colorectal cancer	COL16A1	vs bgc: up, vs negatives: up	0.79	0.65
colorectal cancer	S100P	vs bgc: up, vs negatives: up	0.94	0.9
colorectal cancer	SP2	vs bgc: down, vs negatives: down	0.68	0.76
colorectal cancer	MAOA	vs bgc: up, vs negatives: up	0.67	0.72
colorectal cancer	KCNN4	vs bgc: up, vs negatives: up	0.72	0.83
colorectal cancer	SLC12A2	vs bgc: up, vs negatives: up	0.94	0.97
colorectal cancer	GSTM2	vs bgc: down, vs negatives: down	0.7	0.71
colorectal cancer	SLC2A5	vs bgc: down, vs negatives: down	0.66	0.79
colorectal cancer	ALOX5	vs bgc: down, vs negatives: up	0.75	0.69
colorectal cancer	PROSAPIP1	vs bgc: up, vs negatives: up	0.85	0.72
colorectal cancer	LDOC1	vs bgc: down, vs negatives: down	0.75	0.83
colorectal cancer	SNCA	vs bgc: down, vs negatives: down	0.75	0.86
colorectal cancer	CXCL1	vs bgc: up, vs negatives: up	0.79	0.87
colorectal cancer	MMP1	vs bgc: up, vs negatives: up	0.88	0.86
colorectal cancer	KCNQ1	vs bgc: up, vs negatives: up	0.87	0.84
colorectal cancer	ARHGAP11A	vs bgc: up, vs negatives: up	0.69	0.75
colorectal cancer	BID	vs bgc: up, vs negatives: up	0.71	0.79
colorectal cancer	EVPL	vs bgc: up, vs negatives: up	0.68	0.7
colorectal cancer	PHF14	vs bgc: up, vs negatives: up	0.66	0.8
colorectal cancer	CXCL10	vs bgc: up, vs negatives: up	0.92	0.68
colorectal cancer	KIAA0513	vs bgc: down, vs negatives: down	0.69	0.85
colorectal cancer	GSTM1	vs bgc: down, vs negatives: down	0.72	0.69
colorectal cancer	FGFR4	vs bgc: up, vs negatives: up	0.69	0.77
colorectal cancer	MMP12	vs bgc: up, vs negatives: up	0.91	0.88
colorectal cancer	CD22	vs bgc: down, vs negatives: down	0.82	0.8
colorectal cancer	CCDC85B	vs bgc: down, vs negatives: down	0.69	0.65
colorectal cancer	UCHL3	vs bgc: up, vs negatives: up	0.74	0.95
colorectal cancer	ATP7B	vs bgc: up, vs negatives: up	0.84	0.79
colorectal cancer	ITGB3	vs bgc: down, vs negatives: down	0.81	0.81
colorectal cancer	S1PR1	vs bgc: down, vs negatives: up	0.73	0.86
colorectal cancer	DPYD	vs bgc: down, vs negatives: down	0.71	0.84
colorectal cancer	TFAP2A	vs bgc: down, vs negatives: down	0.72	0.65
colorectal cancer	SRD5A1	vs bgc: up, vs negatives: up	0.65	0.85
colorectal cancer	PARM1	vs bgc: up, vs negatives: up	0.69	0.78
colorectal cancer	DIEXF	vs bgc: up, vs negatives: up	0.74	0.88
colorectal cancer	NFE2L3	vs bgc: up, vs negatives: up	0.87	0.93
colorectal cancer	IFT88	vs bgc: up, vs negatives: up	0.8	0.78
colorectal cancer	RIMS3	vs bgc: down, vs negatives: down	0.65	0.66
colorectal cancer	KLK6	vs bgc: up, vs negatives: up	0.8	0.65
colorectal cancer	PDS5B	vs bgc: down, vs negatives: up	0.67	0.66
colorectal cancer	DSC2	vs bgc: up, vs negatives: up	0.65	0.83
colorectal cancer	CHAF1B	vs bgc: up, vs negatives: down	0.71	0.7
colorectal cancer	MAL	vs bgc: down, vs negatives: down	0.7	0.87
colorectal cancer	MYB	vs bgc: up, vs negatives: up	0.77	0.83
colorectal cancer	HSD17B2	vs bgc: up, vs negatives: up	0.65	0.76
colorectal cancer	FGD1	vs bgc: down, vs negatives: down	0.8	0.7
colorectal cancer	CDK8	vs bgc: up, vs negatives: up	0.78	0.93
colorectal cancer	CP	vs bgc: down, vs negatives: down	0.66	0.8
colorectal cancer	DCX	vs bgc: down, vs negatives: down	0.67	0.84
colorectal cancer	SERPINB5	vs bgc: up, vs negatives: up	0.88	0.77
colorectal cancer	IL6ST	vs bgc: down, vs negatives: down	0.76	0.71
colorectal cancer	PHF16	vs bgc: up, vs negatives: up	0.75	0.86
colorectal cancer	GCHFR	vs bgc: up, vs negatives: up	0.73	0.7
colorectal cancer	TLE4	vs bgc: down, vs negatives: down	0.65	0.81
colorectal cancer	GMDS	vs bgc: up, vs negatives: up	0.83	0.95
colorectal cancer	TAOK2	vs bgc: down, vs negatives: down	0.81	0.73
colorectal cancer	EEF1E1	vs bgc: up, vs negatives: up	0.65	0.72
colorectal cancer	TRIM3	vs bgc: down, vs negatives: down	0.73	0.8
colorectal cancer	IL10RA	vs bgc: down, vs negatives: up	0.75	0.7
colorectal cancer	CTNS	vs bgc: down, vs negatives: down	0.77	0.79
colorectal cancer	INHBA	vs bgc: up, vs negatives: up	0.83	0.73
colorectal cancer	TNFRSF11B	vs bgc: up, vs negatives: up	0.7	0.7
colorectal cancer	DYRK1B	vs bgc: down, vs negatives: down	0.76	0.68
colorectal cancer	OAS2	vs bgc: down, vs negatives: up	0.69	0.72
colorectal cancer	DDX10	vs bgc: down, vs negatives: up	0.75	0.65
colorectal cancer	GIT2	vs bgc: down, vs negatives: down	0.74	0.77
colorectal cancer	GPC4	vs bgc: up, vs negatives: up	0.74	0.79
colorectal cancer	NKRF	vs bgc: up, vs negatives: up	0.7	0.83
colorectal cancer	NMT2	vs bgc: down, vs negatives: down	0.71	0.65
colorectal cancer	ADORA2A	vs bgc: down, vs negatives: down	0.77	0.74
colorectal cancer	ARL4A	vs bgc: up, vs negatives: up	0.71	0.9
colorectal cancer	EFNB3	vs bgc: down, vs negatives: down	0.74	0.72
colorectal cancer	ITGA2	vs bgc: up, vs negatives: up	0.9	0.93
colorectal cancer	LSM6	vs bgc: up, vs negatives: up	0.71	0.84
colorectal cancer	IKZF1	vs bgc: down, vs negatives: up	0.66	0.81
colorectal cancer	ORM2	vs bgc: down, vs negatives: up	0.76	0.68
colorectal cancer	CYP2J2	vs bgc: up, vs negatives: up	0.7	0.74
colorectal cancer	PIGF	vs bgc: up, vs negatives: up	0.7	0.86
colorectal cancer	AOX1	vs bgc: down, vs negatives: down	0.71	0.65
colorectal cancer	ATP6V0A1	vs bgc: down, vs negatives: down	0.76	0.75
colorectal cancer	TMPRSS2	vs bgc: up, vs negatives: up	0.7	0.84
colorectal cancer	NEFM	vs bgc: down, vs negatives: down	0.73	0.78
colorectal cancer	FPR1	vs bgc: down, vs negatives: up	0.67	0.74
colorectal cancer	NUFIP1	vs bgc: up, vs negatives: up	0.69	0.81
colorectal cancer	UST	vs bgc: down, vs negatives: down	0.82	0.83
colorectal cancer	ANG	vs bgc: up, vs negatives: up	0.66	0.76
colorectal cancer	ABCD1	vs bgc: down, vs negatives: down	0.78	0.65
colorectal cancer	SLC6A1	vs bgc: down, vs negatives: up	0.76	0.78
colorectal cancer	LRRN2	vs bgc: down, vs negatives: down	0.74	0.74
colorectal cancer	CAPN5	vs bgc: up, vs negatives: up	0.66	0.84
colorectal cancer	PTPN4	vs bgc: down, vs negatives: up	0.73	0.75
colorectal cancer	QPCT	vs bgc: up, vs negatives: up	0.7	0.7
colorectal cancer	KHK	vs bgc: up, vs negatives: up	0.69	0.69
colorectal cancer	PLS1	vs bgc: up, vs negatives: up	0.73	0.98
colorectal cancer	CA9	vs bgc: up, vs negatives: up	0.75	0.7
colorectal cancer	GLI3	vs bgc: down, vs negatives: down	0.78	0.78
colorectal cancer	RBMS2	vs bgc: up, vs negatives: down	0.71	0.68
colorectal cancer	AREG	vs bgc: up, vs negatives: up	0.81	0.85
colorectal cancer	URB2	vs bgc: up, vs negatives: up	0.72	0.85
colorectal cancer	FYB	vs bgc: down, vs negatives: up	0.66	0.77
colorectal cancer	SPI1	vs bgc: down, vs negatives: down	0.68	0.82
colorectal cancer	ZBTB24	vs bgc: down, vs negatives: up	0.7	0.66
colorectal cancer	SULT1C2	vs bgc: up, vs negatives: up	0.81	0.76
colorectal cancer	BARD1	vs bgc: up, vs negatives: up	0.71	0.74
colorectal cancer	CRABP1	vs bgc: down, vs negatives: down	0.72	0.72
colorectal cancer	GAMT	vs bgc: down, vs negatives: down	0.82	0.65
colorectal cancer	BBOX1	vs bgc: down, vs negatives: down	0.66	0.86
colorectal cancer	FXYD1	vs bgc: down, vs negatives: down	0.88	0.74
colorectal cancer	CGB5	vs bgc: up, vs negatives: down	0.78	0.65
colorectal cancer	SMAD3	vs bgc: down, vs negatives: down	0.78	0.75
colorectal cancer	DCLK1	vs bgc: down, vs negatives: down	0.77	0.78
colorectal cancer	WAS	vs bgc: down, vs negatives: up	0.67	0.81
colorectal cancer	MLLT10	vs bgc: down, vs negatives: down	0.76	0.67
colorectal cancer	ATP2B4	vs bgc: down, vs negatives: down	0.72	0.81
colorectal cancer	PEX7	vs bgc: up, vs negatives: up	0.82	0.88
colorectal cancer	SLC22A3	vs bgc: up, vs negatives: up	0.76	0.71
colorectal cancer	BCHE	vs bgc: down, vs negatives: down	0.78	0.74
colorectal cancer	AAK1	vs bgc: down, vs negatives: down	0.81	0.75
colorectal cancer	KLK11	vs bgc: up, vs negatives: up	0.79	0.67
colorectal cancer	DACH1	vs bgc: up, vs negatives: up	0.89	0.8
colorectal cancer	ATP6V1B1	vs bgc: down, vs negatives: down	0.76	0.65
colorectal cancer	CCL20	vs bgc: up, vs negatives: up	0.9	0.94
colorectal cancer	DPYSL4	vs bgc: down, vs negatives: down	0.81	0.71
colorectal cancer	ZNF821	vs bgc: down, vs negatives: down	0.77	0.69
colorectal cancer	HOXD3	vs bgc: down, vs negatives: down	0.68	0.75
colorectal cancer	GLS2	vs bgc: down, vs negatives: up	0.78	0.67
colorectal cancer	CORO2A	vs bgc: up, vs negatives: up	0.67	0.81
colorectal cancer	STEAP1	vs bgc: up, vs negatives: up	0.73	0.89
colorectal cancer	MSX2	vs bgc: up, vs negatives: up	0.81	0.65
colorectal cancer	LAMP3	vs bgc: up, vs negatives: up	0.75	0.72
colorectal cancer	PIP4K2A	vs bgc: down, vs negatives: down	0.83	0.69
